id,title,subtitle,authors,publisher,published_date,category,distribution_expense
9783319688374,Essentials of Business Analytics,An Introduction to the Methodology and its Applications,"Bhimasankaram Pochiraju, Sridhar Seshadri",Springer,10/7/19,Business Analytics,4.55
9781466596092,Business Analytics,An Introduction,Jay Liebowitz,CRC Press,19/12/13,Business Analytics,5.6
1292017430,Key Business Analytics,The 60+ Business Analysis Tools Every Manager Needs to Know,Bernard Marr,FT Press,18/1/16,Business Analytics,4.22
9781119298588,Business Analytics for Managers,Taking Business Intelligence Beyond Reporting,"Gert H. N. Laursen, Jesper Thorlund",John Wiley & Sons,7/11/16,Business Analytics,3.19
9781118572153,Data Mining and Business Analytics with R,,Johannes Ledolter,John Wiley & Sons,28/5/13,Business Analytics,6.9
71807594,A PRACTITIONER'S GUIDE TO BUSINESS ANALYTICS: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy,,Randy Bartlett,McGraw-Hill Education,5/2/13,Business Analytics,7.3
9783030870232,Business Analytics,Data Science for Business Problems,Walter R. Paczkowski,Springer Nature,3/1/22,Business Analytics,4.55
9781484210017,Learn Business Analytics in Six Steps Using SAS and R,"A Practical, Step-by-Step Guide to Learning Business Analytics",Subhashini Sharma Tripathi,Apress,19/12/16,Business Analytics,5.6
9781337225274,Business Analytics: Data Analysis & Decision Making,,"S. Christian Albright, Wayne L. Winston",Cengage Learning,31/3/16,Business Analytics,4.22
1461404053,Business Analytics for Managers,,Wolfgang Jank,Springer,10/8/11,Business Analytics,3.19
9781461443421,R for Business Analytics,,A Ohri,Springer Science & Business Media,14/9/12,Business Analytics,6.9
9781119549840,Data Mining for Business Analytics,"Concepts, Techniques and Applications in Python","Galit Shmueli, Peter C. Bruce, Peter Gedeck, Nitin R. Patel",John Wiley & Sons,5/11/19,Business Analytics,7.3
9781352007251,Business Analytics,A Management Approach,"Richard Vidgen, Sam Kirshner, Felix Tan",Red Globe Press,9/10/19,Business Analytics,4.55
9781484205990,Interview Questions in Business Analytics,,Bhasker Gupta,Apress,4/8/16,Business Analytics,5.6
9781484200438,Practical Business Analytics Using SAS,A Hands-on Guide,"Shailendra Kadre, Venkat Reddy Konasani",Apress,7/2/15,Business Analytics,4.22
1133629601,Business Analytics: Data Analysis & Decision Making,,"S. Christian Albright, Wayne L. Winston",Cengage Learning,28/2/14,Business Analytics,3.19
1484225139,Business Analytics Using R - A Practical Approach,,"Umesh Hodeghatta Rao, Umesh Nayak",Apress,5/2/17,Business Analytics,6.9
9789082017939,An Introduction to Business Analytics,,Ger Koole,Lulu.com,13/3/19,Business Analytics,7.3
9781461460800,Business Analytics,A Practitioner’s Guide,"Rahul Saxena, Anand Srinivasan",Springer Science & Business Media,5/12/12,Business Analytics,4.55
9781118729274,Data Mining for Business Analytics,"Concepts, Techniques, and Applications with XLMiner","Galit Shmueli, Peter C. Bruce, Nitin R. Patel",John Wiley & Sons,18/4/16,Business Analytics,5.6
1305627733,Essentials of Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann, David R. Anderson",Cengage Learning,24/3/16,Business Analytics,4.22
9781119286554,Profit Driven Business Analytics,A Practitioner's Guide to Transforming Big Data into Added Value,"Wouter Verbeke, Bart Baesens, Cristian Bravo",John Wiley & Sons,9/10/17,Business Analytics,3.19
9780071807609,A PRACTITIONER'S GUIDE TO BUSINESS ANALYTICS: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy,,Randy Bartlett,McGraw Hill Professional,25/1/13,Business Analytics,6.9
9781118417089,Win with Advanced Business Analytics,Creating Business Value from Your Data,"Jean-Paul Isson, Jesse Harriott",John Wiley & Sons,25/9/12,Business Analytics,7.3
9781439890707,Computational Business Analytics,,Subrata Das,CRC Press,14/12/13,Business Analytics,4.55
1337406422,Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann, David R. Anderson",Cengage Learning,8/3/18,Business Analytics,5.6
9780133552249,"Business Analytics Principles, Concepts, and Applications","What, Why, and How","Marc J. Schniederjans, Dara G. Schniederjans, Christopher M. Starkey",Pearson Education,23/4/14,Business Analytics,4.22
9780470000000,Business Analytics for Managers,Taking Business Intelligence Beyond Reporting,"Gert Laursen, Jesper Thorlund",John Wiley & Sons,13/7/10,Business Analytics,3.19
9781650000000,A Primer on Business Analytics,Perspectives from the Financial Services Industry,Yudhvir Seetharam,IAP,1/1/22,Business Analytics,6.9
9781120000000,Machine Learning for Business Analytics,"Concepts, Techniques and Applications in RapidMiner","Galit Shmueli, Peter C. Bruce, Amit V. Deokar, Nitin R. Patel",John Wiley & Sons,14/3/23,Business Analytics,7.3
9780130000000,Applied Business Analytics,"Integrating Business Process, Big Data, and Advanced Analytics",Nathaniel Lin,FT Press,12/12/14,Business Analytics,4.55
9781320000000,Business Analytics,,Dinabandhu Bag,Routledge,10/11/16,Business Analytics,5.6
9781480000000,RapidMiner,Data Mining Use Cases and Business Analytics Applications,"Markus Hofmann, Ralf Klinkenberg",CRC Press,25/10/13,Business Analytics,4.22
9781120000000,Predictive Business Analytics,Forward Looking Capabilities to Improve Business Performance,"Lawrence Maisel, Gary Cokins",John Wiley & Sons,26/9/13,Business Analytics,3.19
9781440000000,Getting Started with Business Analytics,Insightful Decision-Making,"David Roi Hardoon, Galit Shmueli",CRC Press,26/3/13,Business Analytics,6.9
3319358405,Advanced Business Analytics,,"Fausto Pedro García Márquez, Benjamin Lev",Springer,6/10/16,Business Analytics,7.3
9781340000000,Essentials of Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann, David R. Anderson",Cengage Learning,24/3/16,Business Analytics,4.55
9780130000000,Business Analytics with Management Science Models and Methods,,Arben Asllani,FT Press,17/11/14,Business Analytics,5.6
321997824,Business Analytics,"Methods, Models, and Decisions",James R. Evans,Pearson College Division,30/12/14,Business Analytics,4.22
9781320000000,Sport Business Analytics,Using Data to Increase Revenue and Improve Operational Efficiency,"C. Keith Harrison, Scott Bukstein",CRC Press,18/11/16,Business Analytics,3.19
9353287103,Business Analytics,Text and Cases,"Tanushri Banerjee, Arindam Banerjee",SAGE Publications Pvt. Limited,15/12/19,Business Analytics,6.9
9781120000000,The Value of Business Analytics,Identifying the Path to Profitability,Evan Stubbs,John Wiley & Sons,26/7/11,Business Analytics,7.3
9780357131787,Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann",Cengage AU,10/3/20,Business Analytics,4.55
9781800438842,Applications of Big Data and Business Analytics in Management,,"Sneha Kumari, K. K. Tripathy, Vidya Kumbhar",Emerald Group Publishing,4/12/20,Business Analytics,5.6
9781118510582,Business Analysis For Dummies,,"Kupe Kupersmith, Paul Mulvey, Kate McGoey",John Wiley & Sons,22/7/13,Business Analytics,4.22
9781118217801,"Healthcare Business Intelligence, + Website",A Guide to Empowering Successful Data Reporting and Analytics,Laura Madsen,John Wiley & Sons,4/9/12,Business Analytics,3.19
9780320000000,Introduction to Business Analytics Using Simulation,,Jonathan P. Pinder,Academic Press,6/2/22,Business Analytics,6.9
9783319727455,Recent Developments in Data Science and Business Analytics,Proceedings of the International Conference on Data Science and Business Analytics (ICDSBA- 2017),"Madjid Tavana, Srikanta Patnaik",Springer,27/3/18,Business Analytics,7.3
9781953349750,"Introduction to Business Analytics, Second Edition",,"Marguerite L. Johnson, David L. Olson, Wesley S. Boyce",Business Expert Press,14/12/20,Business Analytics,4.55
9781320000000,A User's Guide to Business Analytics,,"Ayanendranath Basu, Srabashi Basu",CRC Press,19/8/16,Business Analytics,5.6
9781466565791,Big Data and Business Analytics,,Jay Liebowitz,CRC Press,19/4/16,Business Analytics,4.22
9781120000000,Delivering Business Analytics,Practical Guidelines for Best Practice,Evan Stubbs,John Wiley & Sons,30/1/13,Business Analytics,3.19
9780130000000,"Business Analytics Principles, Concepts, and Applications with SAS","What, Why, and How","Marc J. Schniederjans, Dara G. Schniederjans, Christopher M. Starkey",Pearson Education,12/9/14,Business Analytics,6.9
1292009209,Business Intelligence and Analytics,"Systems for Decision Support, Global Edition","Ramesh Sharda, Efraim Turban, Dursun Delen",Pearson,28/2/14,Business Analytics,7.3
148421384X,SAP Business Analytics,,Sudipa Dutta Roy,Apress,1/2/17,Business Analytics,4.55
9798600000000,Business Analytics for Beginners and Dummies,A Managerial Perspective on Business Intelligence and Data Science,Lisa H Gregory Ph D,Independently Published,18/1/21,Business Analytics,5.6
9781290000000,Key Business Analytics,The 60+ Business Analysis Tools Every Manager Needs To Know,Bernard Marr,Pearson UK,10/2/16,Business Analytics,4.22
9781500000000,Managerial Decision Modeling,"Business Analytics with Spreadsheets, Fourth Edition","Nagraj (Raju) Balakrishnan, Barry Render, Ralph Stair, Charles Munson",Walter de Gruyter GmbH & Co KG,7/8/17,Business Analytics,3.19
9781120000000,"Big Data, Big Analytics",Emerging Business Intelligence and Analytic Trends for Today's Businesses,"Michael Minelli, Michele Chambers, Ambiga Dhiraj",John Wiley & Sons,22/1/13,Business Analytics,6.9
9788120348196,BUSINESS ANALYTICS,An application focus,PURBA HALADY RAO,PHI Learning Pvt. Ltd.,29/7/13,Business Analytics,7.3
9780130000000,Business Intelligence Strategy and Big Data Analytics,A General Management Perspective,Steve Williams,Morgan Kaufmann,8/4/16,Business Analytics,4.55
9781520000000,Business Analytics and Cyber Security Management in Organizations,,"Rajagopal, Behl, Ramesh",IGI Global,17/11/16,Business Analytics,5.6
9789810000000,Strategic System Assurance and Business Analytics,,"P. K. Kapur, Ompal Singh, Sunil Kumar Khatri, Ajit Kumar Verma",Springer Nature,19/6/20,Business Analytics,4.22
9781320000000,Business Analytics for Decision Making,,"Steven Orla Kimbrough, Hoong Chuin Lau",CRC Press,3/9/18,Business Analytics,3.19
9781470000000,Encyclopedia of Business Analytics and Optimization,,"Wang, John",IGI Global,28/2/14,Business Analytics,6.9
9811346143,Understanding the Role of Business Analytics,Some Applications,"Hardeep Chahal, Jeevan Jyoti, Jochen Wirtz",Springer,20/10/19,Business Analytics,7.3
9781480000000,SAP Business Analytics,A Best Practices Guide for Implementing Business Analytics Using SAP,Sudipa DuttaRoy,Apress,12/11/16,Business Analytics,4.55
9781120000000,Predictive Business Analytics,Forward Looking Capabilities to Improve Business Performance,"Lawrence Maisel, Gary Cokins",John Wiley & Sons,7/10/13,Business Analytics,5.6
9811385777,"Computational Intelligence, Communications, and Business Analytics","Second International Conference, CICBA 2018, Kalyani, India, July 27–28, 2018, Revised Selected Papers","Jyotsna Kumar Mandal, Somnath Mukhopadhyay, Paramartha Dutta, Kousik Dasgupta",Springer,25/6/19,Business Analytics,4.22
9781480000000,Business Analytics Using R - A Practical Approach,,"Umesh R Hodeghatta, Umesha Nayak",Apress,27/12/16,Business Analytics,3.19
1138416517,Customer and Business Analytics,Applied Data Mining for Business Decision Making Using R,Daniel S. Putler,CRC Press,3/7/17,Business Analytics,6.9
9781480000000,Big Data and Business Analytics,,Jay Liebowitz,CRC Press,13/6/13,Business Analytics,7.3
9780130000000,The Complete Guide to Business Analytics (Collection),,"Thomas H. Davenport, Babette E. Bensoussan, Craig S. Fleisher",FT Press,14/10/12,Business Analytics,4.55
9781440000000,Getting Started with Business Analytics,Insightful Decision-Making,"David Roi Hardoon, Galit Shmueli",CRC Press,26/3/13,Business Analytics,5.6
9781500000000,Customer and Business Analytics,Applied Data Mining for Business Decision Making Using R,"Daniel S. Putler, Robert E. Krider",CRC Press,15/9/15,Business Analytics,4.22
9788200000000,Business Analytics and Intelligence in Digital Era,,"Dr K. Kumuthadevi , Dr G Vengatesan, Dr Niraj Kumar",Alborear (OPC) Pvt. Ltd.,30/12/22,Business Analytics,3.19
1606491865,Business Intelligence,Making Decisions Through Data Analytics,Jerzy Surma,Business Expert Press,6/3/11,Business Analytics,6.9
1493942395,R for Business Analytics,,Ajay Ohri,Springer,1/5/16,Business Analytics,7.3
9783030000000,Business and Consumer Analytics: New Ideas,,"Pablo Moscato, Natalie Jane de Vries",Springer,30/5/19,Business Analytics,4.55
9783030000000,Computational Intelligence for Business Analytics,,"Witold Pedrycz, Luis Martínez, Rafael Alejandro Espin-Andrade, Gilberto Rivera, Jorge Marx Gómez",Springer Nature,26/10/21,Business Analytics,5.6
9781490000000,Applied Sport Business Analytics,,"Christopher Atwater, Robert E. Baker, Ted Kwartler",Human Kinetics,17/3/22,Business Analytics,4.22
9780120000000,Business Intelligence,The Savvy Manager's Guide,David Loshin,Newnes,17/10/12,Business Analytics,3.19
9781120000000,Business Analytics for Sales and Marketing Managers,How to Compete in the Information Age,Gert H. N. Laursen,John Wiley & Sons,16/3/11,Business Analytics,6.9
9811385807,"Computational Intelligence, Communications, and Business Analytics","Second International Conference, CICBA 2018, Kalyani, India, July 27–28, 2018, Revised Selected Papers","Jyotsna Kumar Mandal, Somnath Mukhopadhyay, Paramartha Dutta, Kousik Dasgupta",Springer,26/6/19,Business Analytics,7.3
128091983,Business Intelligence Strategy and Big Data Analytics,A General Management Perspective,Steve Williams,Morgan Kaufmann,15/5/16,Business Analytics,4.55
1780174284,Business Analyst,Careers in Business Analysis,Adrian Reed,"BCS, The Chartered Institute for IT",18/7/18,Business Analytics,5.6
9781450000000,Data Science for Business,What You Need to Know about Data Mining and Data-Analytic Thinking,"Foster Provost, Tom Fawcett","""O'Reilly Media, Inc.""",27/7/13,Business Analytics,4.22
9789810000000,Understanding the Role of Business Analytics,Some Applications,"Hardeep Chahal, Jeevan Jyoti, Jochen Wirtz",Springer,14/9/18,Business Analytics,3.19
9781800000000,Handbook of Research on Foundations and Applications of Intelligent Business Analytics,,"Sun, Zhaohao, Wu, Zhiyou",IGI Global,11/3/22,Business Analytics,6.9
80467768,The Profit Impact of Business Intelligence,,"Steve Williams, Nancy Williams",Elsevier,27/7/10,Business Analytics,7.3
9781120000000,Business Analysis,Best Practices for Success,Steven P. Blais,John Wiley & Sons,8/11/11,Business Analytics,4.55
9781000000000,Statistical Modelling and Sports Business Analytics,,"Vanessa Ratten, Ted Hayduk",Routledge,11/5/20,Business Analytics,5.6
9783030000000,Computational Intelligence in Communications and Business Analytics,"Third International Conference, CICBA 2021, Santiniketan, India, January 7–8, 2021, Revised Selected Papers","Paramartha Dutta, Jyotsna K. Mandal, Somnath Mukhopadhyay",Springer Nature,25/5/21,Business Analytics,4.22
9781140000000,Business Analytics,A Contemporary Approach,"Thomas W. Jackson, Steven Lockwood",Bloomsbury Publishing,21/9/18,Business Analytics,3.19
9781140000000,Stats Means Business,"Statistics and Business Analytics for Business, Hospitality and Tourism","John Buglear, Adrian Castell",Taylor & Francis,27/4/12,Business Analytics,6.9
9783640000000,Video Analytics for Business Intelligence,,"Caifeng Shan, Fatih Porikli, Tao Xiang, Shaogang Gong",Springer Science & Business Media,7/4/12,Business Analytics,7.3
9781120000000,"Big Data, Big Innovation",Enabling Competitive Differentiation through Business Analytics,Evan Stubbs,John Wiley & Sons,21/7/14,Business Analytics,4.55
9780120000000,Business Intelligence Guidebook,From Data Integration to Analytics,Rick Sherman,Newnes,4/11/14,Business Analytics,5.6
1484213122,Disruptive Analytics,Charting Your Strategy for Next-Generation Business Analytics,Thomas W. Dinsmore,Apress,28/8/16,Business Analytics,5.6
9781120000000,Profit Driven Business Analytics,A Practitioner's Guide to Transforming Big Data into Added Value,"Wouter Verbeke, Bart Baesens, Cristian Bravo",John Wiley & Sons,22/9/17,Business Analytics,4.55
9781800000000,"Integration Challenges for Analytics, Business Intelligence, and Data Mining",,"Azevedo, Ana, Santos, Manuel Filipe",IGI Global,11/12/20,Business Analytics,5.6
1285418689,Spreadsheet Modeling and Decision Analysis: A Practical Introduction to Business Analytics,,Cliff Ragsdale,Cengage Learning,28/2/14,Business Analytics,4.22
9783320000000,Aligning Business Strategies and Analytics,Bridging Between Theory and Practice,"Murugan Anandarajan, Teresa D. Harrison",Springer,27/9/18,Business Analytics,3.19
9781350000000,Mathematical Modeling for Business Analytics,,William P. Fox,CRC Press,15/12/17,Business Analytics,6.9
9780130000000,The Applied Business Analytics Casebook,"Applications in Supply Chain Management, Operations Management, and Operations Research",Matthew J. Drake,FT Press,9/10/13,Business Analytics,7.3
9783320000000,Enterprise Resource Planning and Business Intelligence Systems for Information Quality,An Empirical Analysis in the Italian Setting,"Carlo Caserio, Sara Trucco",Springer,13/4/18,Business Analytics,4.55
9781000000000,Machine Learning for Business Analytics,Real-Time Data Analysis for Decision-Making,"Hemachandran K, Sayantan Khanra, Raul V. Rodriguez, Juan Jaramillo",CRC Press,21/7/22,Business Analytics,5.6
470768487,Dealing with Dilemmas,Where Business Analytics Fall Short,Frank Buytendijk,John Wiley & Sons,23/7/10,Business Analytics,4.22
9781520000000,Applying Business Intelligence Initiatives in Healthcare and Organizational Settings,,"Miah, Shah J., Yeoh, William",IGI Global,13/7/18,Business Analytics,3.19
130594741X,Spreadsheet Modeling & Decision Analysis: A Practical Introduction to Business Analytics,,Cliff Ragsdale,Cengage Learning,5/12/16,Business Analytics,6.9
9781370000000,Business Analytics: Step-by-Step Tutorial,,Narcyz Roztocki,Lulu.com,5/11/16,Business Analytics,7.3
012411461X,Business Intelligence Guidebook,From Data Integration to Analytics,Rick Sherman,Morgan Kaufmann,7/11/14,Business Analytics,4.55
9780810000000,Behind Every Good Decision,How Anyone Can Use Business Analytics to Turn Data into Profitable Insight,"Piyanka Jain, Puneet Sharma",AMACOM,5/11/14,Business Analytics,5.6
9780130000000,"Business Analytics Principles, Concepts, and Applications with SAS","What, Why, and How","Marc J. Schniederjans, Dara G. Schniederjans, Christopher M. Starkey",Pearson Education,7/10/14,Business Analytics,4.22
9781110000000,"Data Analysis for Business, Economics, and Policy",,"Gábor Békés, Gábor Kézdi",Cambridge University Press,6/5/21,Business Analytics,3.19
9780070000000,"Successful Business Intelligence, Second Edition",Unlock the Value of BI & Big Data,Cindi Howson,McGraw Hill Professional,5/11/13,Business Analytics,6.9
367426927,Statistical Modelling and Sports Business Analytics,,"Vanessa Ratten, Ted Hayduk",Routledge,29/5/20,Business Analytics,7.3
9780750000000,Practical Text Analytics,Interpreting Text and Unstructured Data for Business Intelligence,Steven Struhl,Kogan Page Publishers,3/7/15,Business Analytics,4.55
9813149299,Business Analytics,Progress on Applications in Asia Pacific,Jorge L. C. Sanz,World Scientific Publishing Company,29/9/16,Business Analytics,5.6
9783030000000,"Digital Economy, Business Analytics, and Big Data Analytics Applications",,Saad G. Yaseen,Springer Nature,28/10/22,Business Analytics,4.22
3658375981,Artificial Intelligence for Business Analytics,"Algorithms, Platforms and Application Scenarios",Felix Weber,Springer Vieweg,26/1/23,Business Analytics,3.19
9780130000000,The Best Thinking in Business Analytics from the Decision Sciences Institute,,"Decision Sciences Institute, Merrill Warkentin",FT Press,18/8/15,Business Analytics,6.9
9783320000000,Metaheuristics for Business Analytics,A Decision Modeling Approach,"Abraham Duarte, Manuel Laguna, Rafael Marti",Springer,24/11/17,Business Analytics,7.3
1641720883,Business Analytics,"Principles, Concepts and Applications",Drew Bentley,Larsen and Keller Education,26/6/19,Business Analytics,4.55
146659165X,A Users Guide to Business Analytics,,"Ayanendranath Basu, Srabashi Basu",Chapman and Hall/CRC,15/3/16,Business Analytics,5.6
9780470000000,Business Intelligence For Dummies,,Swain Scheps,John Wiley & Sons,10/1/08,Business Analytics,4.22
9780470000000,Knight's Microsoft Business Intelligence 24-Hour Trainer,,"Brian Knight, Devin Knight, Adam Jorgensen, Patrick LeBlanc, Mike Davis",John Wiley & Sons,27/9/10,Business Analytics,3.19
9781520000000,Machine Learning Techniques for Improved Business Analytics,,"G., Dileep Kumar",IGI Global,6/7/18,Business Analytics,6.9
9781120000000,Machine Learning for Business Analytics,"Concepts, Techniques, and Applications in R","Galit Shmueli, Peter C. Bruce, Peter Gedeck, Inbal Yahav Shenberger, Nitin R. Patel",John Wiley & Sons,28/3/23,Business Analytics,7.3
9780130000000,Prescriptive Analytics,The Final Frontier for Evidence-Based Management and Optimal Decision Making,Dursun Delen,FT Press,28/6/19,Business Analytics,4.55
1484287533,Practical Business Analytics Using R and Python,Solve Business Problems Using a Data-driven Approach,"Umesh R. Hodeghatta, Umesha Nayak",Apress,27/1/23,Business Analytics,5.6
9780470000000,Business Intelligence,"Practices, Technologies, and Management","Rajiv Sabherwal, Irma Becerra-Fernandez",John Wiley & Sons,19/2/13,Business Analytics,4.22
9781840000000,Handbook of Big Data Analytics,"Applications in ICT, Security and Business Analytics, Volume 2","Vadlamani Ravi, Aswani Kumar Cherukuri",IET,9/7/21,Business Analytics,3.19
1974011364,Business Analytics Complete Self-assessment Guide,,Gerardus Blokdyk,Createspace Independent Publishing Platform,28/7/17,Business Analytics,6.9
1774634198,Computing Predictive Analytics Business Intelligence and Economics,,Cyrus F. Nourani,Apple Academic Press,31/3/21,Business Analytics,7.3
9780740000000,Complete Analytics with IBM DB2 Query Management Facility: Accelerating Well-Informed Decisions Across the Enterprise,,"Kristi Ramey, Mike Biere, Peter Richardson, Shawn Sullivan, Jeremy Weatherall, IBM Redbooks",IBM Redbooks,20/8/12,Business Analytics,4.55
9781630000000,A Guide to the Project Management Body of Knowledge (PMBOK® Guide) – Seventh Edition and The Standard for Project Management (BRAZILIAN PORTUGUESE),,Project Management Institute Project Management Institute,Project Management Institute,1/8/21,Business Analytics,5.6
9789390000000,Data Science Fundamentals and Practical Approaches,,"Nandi Dr. Rupam Dr. Gypsy, Kumar Sharma",BPB Publications,3/9/20,Business Analytics,4.55
9783030000000,Computational Intelligence in Communications and Business Analytics,"4th International Conference, CICBA 2022, Silchar, India, January 7–8, 2022, Revised Selected Papers","Somnath Mukhopadhyay, Sunita Sarkar, Paramartha Dutta, Jyotsna Kumar Mandal, Sudipta Roy",Springer Nature,21/7/22,Business Analytics,5.6
134072952,The Best Thinking in Business Analytics from the Decision Sciences Institute,,"Decision Sciences Institute, Merrill Warkentin",Ft Press,1/9/15,Business Analytics,4.22
9780750000000,Data Strategy,"How to Profit from a World of Big Data, Analytics and the Internet of Things",Bernard Marr,Kogan Page Publishers,3/4/17,Business Analytics,3.19
9781420000000,Competing on Analytics,The New Science of Winning,"Thomas H. Davenport, Jeanne G. Harris",Harvard Business Press,6/3/07,Business Analytics,6.9
3030755282,Computational Intelligence in Communications and Business Analytics,"Third International Conference, CICBA 2021, Santiniketan, India, January 7–8, 2021, Revised Selected Papers","Paramartha Dutta, Jyotsna K. Mandal, Somnath Mukhopadhyay",Springer,26/5/21,Business Analytics,7.3
9781520000000,"Operations and Service Management: Concepts, Methodologies, Tools, and Applications","Concepts, Methodologies, Tools, and Applications","Management Association, Information Resources",IGI Global,30/11/17,Business Analytics,4.55
3540228063,Enterprise Management with SAP SEM™/ Business Analytics,,"Marco Meier, Werner Sinzig, Peter Mertens",Springer Science & Business Media,14/2/05,Business Analytics,5.6
9780470000000,Oracle Data Warehousing and Business Intelligence Solutions,,"Robert Stackowiak, Joseph Rayman, Rick Greenwald",John Wiley & Sons,6/1/07,Business Analytics,4.22
9783030000000,The Effect of Coronavirus Disease (COVID-19) on Business Intelligence,,"M.T. Alshurideh, Aboul Ella Hassanien, Ra’ed Masa’deh",Springer Nature,2/4/21,Business Analytics,3.19
9781000000000,Artificial Intelligence and Computing Logic,Cognitive Technology for AI Business Analytics,Cyrus F. Nourani,CRC Press,23/12/21,Business Analytics,6.9
9780470000000,Data Mining for Business Intelligence,"Concepts, Techniques, and Applications in Microsoft Office Excel with XLMiner","Galit Shmueli, Nitin R. Patel, Peter C. Bruce",John Wiley & Sons,11/12/06,Business Analytics,7.3
9781290000000,"Business Analytics, eBook, Global Edition",,James R. Evans,Pearson Higher Ed,12/1/16,Business Analytics,4.55
9783320000000,Strategic Engineering for Cloud Computing and Big Data Analytics,,"Amin Hosseinian-Far, Muthu Ramachandran, Dilshad Sarwar",Springer,13/2/17,Business Analytics,5.6
1482221764,Introduction to Business Analytics,,"Steven Orla Kimbrough, Lau Hoong Chuin",Chapman and Hall/CRC,15/1/16,Business Analytics,4.22
1800438850,Applications of Big Data and Business Analytics in Management,,"Sneha Kumari, K. K. Tripathy, Vidya Kumbhar",Emerald Publishing Limited,4/12/20,Business Analytics,3.19
9781350000000,Mathematical Modeling for Business Analytics,,William P. Fox,CRC Press,15/12/17,Business Analytics,6.9
1583473432,5 Keys to Business Analytics Program Success,,"John Boyer, Bill Frank, Brian Green, Tracy Harris, Kay Van De Vanter",Mc PressLlc,15/11/12,Business Analytics,7.3
9781630000000,The Analytical Puzzle,"Data Warehousing, Business Intelligence and Analytics",David Haertzen,Technics Publications,1/7/12,Business Analytics,4.55
9789810000000,"Computational Intelligence, Communications, and Business Analytics","First International Conference, CICBA 2017, Kolkata, India, March 24 – 25, 2017, Revised Selected Papers, Part II","J. K. Mandal, Paramartha Dutta, Somnath Mukhopadhyay",Springer,1/10/17,Business Analytics,5.6
9813366583,Applied Advanced Analytics,"6th IIMA International Conference on Advanced Data Analysis, Business Analytics and Intelligence",Arnab Kumar Laha,Springer,10/6/22,Business Analytics,4.22
999064908,Principles of Business Forecasting--2nd Ed,,"Keith Ord, Professor of Decision Sciences Keith Ord, Robert Fildes, Nikos Kourentzes","Wessex, Incorporated",15/8/17,Business Analytics,3.19
1118102010,SharePoint 2010 Business Intelligence 24-Hour Trainer,,"Adam Jorgensen, Mark Stacey, Devin Knight, Patrick LeBlanc, Brad Schacht",John Wiley & Sons,5/12/11,Business Analytics,6.9
9781630000000,Perspectives on Business Intelligence,,"Raymond T. Ng, Patricia C. Arocena, Denilson Barbosa, Giuseppe Carenini",Morgan & Claypool Publishers,1/4/13,Business Analytics,7.3
1529796113,Business Analytics,"Combining Data, Analysis and Judgement to Inform Decisions",Mary Ellen Gordon,Sage Publications Limited,8/7/23,Business Analytics,4.55
9781120000000,The Kimball Group Reader,Relentlessly Practical Tools for Data Warehousing and Business Intelligence Remastered Collection,"Ralph Kimball, Margy Ross",John Wiley & Sons,30/12/15,Business Analytics,5.6
9781490000000,Practical Tableau,"100 Tips, Tutorials, and Strategies from a Tableau Zen Master",Ryan Sleeper,"""O'Reilly Media, Inc.""",3/4/18,Business Analytics,4.22
1292039736,Business Analytics,Pearson New International Edition,James R. Evans,Pearson,1/8/13,Business Analytics,3.19
9781290000000,Business Analytics: Pearson New International Edition,,James R. Evans,Pearson Higher Ed,3/10/13,Business Analytics,6.9
9781440000000,Business Analysis for Business Intelligence,,Bert Brijs,CRC Press,19/4/16,Business Analytics,7.3
1508607494,Misqe Special Theme Book,Business Analytics,Mis Executive,CreateSpace,30/4/15,Business Analytics,4.55
9781120000000,Big Data MBA,Driving Business Strategies with Data Science,Bill Schmarzo,John Wiley & Sons,11/12/15,Business Analytics,5.6
1987775260,"Purpose, Career and Business Analytics","A Workbook for Discovering Your Purpose, Choose the Right Career and the Best Businesses You Are Designed to Do",Moses Omojola,Createspace Independent Publishing Platform,12/4/18,Business Analytics,4.22
9781120000000,Business Analytics,The Art of Modeling with Spreadsheets,"Stephen G. Powell, Kenneth R. Baker",Wiley Global Education,7/5/20,Business Analytics,3.19
9781120000000,"Wiley CIA 2022 Exam Review, Part 3",Business Knowledge for Internal Auditing,S. Rao Vallabhaneni,John Wiley & Sons,19/10/21,Business Analytics,6.9
9781620000000,"Contemporary Perspectives in Data Mining, Volume 1",,"Kenneth D. Lawrence, Ronald Klimberg",IAP,1/4/13,Business Analytics,7.3
1639870881,"Business Intelligence and Analytics: Concepts, Techniques and Applications",,Samuel Brooks,Murphy & Moore Publishing,16/11/21,Business Analytics,4.55
71596143,Successful Business Intelligence: Secrets to Making BI a Killer App,,Cindi Howson,McGraw Hill Professional,17/12/07,Business Analytics,5.6
